id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,49,37,48,71,55
100200-1,68,86,112,36,19
100200-2,76,96,158,87,26
100300-1,59,55,49,41,70
100300-2,141,119,119,136,110
100300-3,213,242,220,260,277
100400-1,160,177,193,140,101
100400-2,42,6,8,9,0
100500-1,226,186,199,225,164
100500-2,119,108,89,45,59
100500-3,86,156,276,201,245
100601-1,362,378,332,355,402
100602-1,39,44,43,89,139
100602-2,249,215,237,231,264
100700-1,122,91,63,128,121
100700-2,54,74,66,74,72
100800-1,156,91,121,103,84
100800-2,31,27,54,58,44
100900-1,6,68,2,13,13
100900-2,6,32,24,14,22
101001-1,75,110,91,83,169
101001-2,139,150,166,147,151
101002-1,235,139,82,107,138
101002-2,168,221,197,230,236
101101-1,71,50,67,86,107
101102-1,16,20,16,31,73
101102-2,157,165,178,227,157
101102-3,143,94,159,148,105
101102-4,60,84,94,94,90
101103-1,127,100,138,162,176
101201-1,163,184,240,193,164
101202-1,70,79,86,97,79
101202-2,110,133,173,240,279
101303-1,91,95,103,92,93
101303-2,170,69,107,172,154
101303-3,702,853,1000,855,864
101304-1,126,155,166,210,294
101304-2,31,32,65,155,220
101304-3,38,54,102,145,145
101305-1,280,227,263,350,462
101306-1,41,99,144,113,123
101306-2,212,238,267,284,210
101306-3,73,99,141,123,112
101307-1,102,106,109,155,217
101400-1,36,22,59,35,28
101400-2,107,105,114,130,95
101400-3,232,228,249,246,308
101500-1,52,48,46,15,0
101500-2,295,308,316,318,417
101500-3,104,71,62,64,54
101500-4,206,178,183,209,146
101600-1,81,130,111,185,235
101600-2,42,88,55,109,133
101600-3,99,105,107,113,77
101700-1,105,76,131,169,170
101700-2,102,141,190,176,178
101700-3,63,52,97,124,130
101700-4,149,142,58,64,159
101700-5,82,142,159,173,166
101802-1,436,627,645,777,680
101802-2,220,252,309,347,323
101802-3,152,181,147,203,199
101802-4,396,355,356,468,425
101803-1,1029,1166,1212,1238,1325
101803-2,201,178,185,242,241
101804-1,481,464,432,524,650
101804-2,755,748,620,533,521
101902-1,520,455,477,457,390
101903-1,433,551,447,434,587
101903-2,277,240,353,445,507
101903-3,236,127,136,120,145
101904-1,361,377,482,524,591
102001-1,235,296,228,181,174
102001-2,162,222,205,140,180
102002-1,328,302,285,257,335
102002-2,210,244,291,375,389
102002-3,447,527,693,674,793
102003-1,888,915,653,774,791
102004-1,626,693,707,745,782
102005-1,308,329,286,272,357
102005-2,22,19,13,80,47
102005-3,141,154,157,178,198
102005-4,94,123,84,65,68
102006-1,786,857,788,1002,1096
980100-1,7,8,19,11,6
