id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,393,483,450,432,455
100200-1,353,418,381,299,300
100200-2,516,461,473,428,320
100300-1,587,619,631,577,585
100300-2,1061,1144,1253,1219,996
100300-3,843,824,609,625,598
100400-1,621,663,758,744,653
100400-2,534,473,392,441,481
100500-1,560,450,490,537,546
100500-2,590,508,560,485,299
100500-3,1136,1608,1391,1397,1471
100601-1,738,767,829,896,958
100602-1,452,420,390,501,381
100602-2,737,755,909,836,892
100700-1,211,239,231,245,235
100700-2,358,319,270,301,323
100800-1,635,617,640,624,631
100800-2,181,256,343,392,331
100900-1,522,504,436,523,624
100900-2,272,221,440,595,718
101001-1,443,451,357,408,489
101001-2,1176,1179,1230,1242,1198
101002-1,744,798,899,698,779
101002-2,702,695,766,826,839
101101-1,1170,1110,1203,1099,1084
101102-1,324,318,506,534,558
101102-2,973,926,839,887,787
101102-3,818,978,966,980,1187
101102-4,1029,738,714,811,670
101103-1,943,858,970,1019,1029
101201-1,937,981,920,880,871
101202-1,608,544,507,638,638
101202-2,954,844,913,1059,1102
101303-1,857,1004,1027,978,918
101303-2,783,743,945,1069,1061
101303-3,2430,2779,2945,2582,2720
101304-1,1158,1276,1234,1151,1261
101304-2,474,507,568,620,743
101304-3,627,574,700,479,404
101305-1,1304,1177,1422,1655,1920
101306-1,490,576,624,549,581
101306-2,1070,994,1177,1346,1228
101306-3,690,667,945,854,744
101307-1,1000,1005,1083,1017,1097
101400-1,690,935,904,967,966
101400-2,391,336,294,310,334
101400-3,1360,1485,1515,1572,1650
101500-1,441,418,523,388,485
101500-2,1459,1361,1362,1255,1382
101500-3,514,611,570,816,711
101500-4,752,749,569,690,753
101600-1,1070,1189,1141,1245,1467
101600-2,237,245,187,287,398
101600-3,730,836,847,815,712
101700-1,484,387,416,431,517
101700-2,959,1016,1050,1178,1200
101700-3,540,359,322,356,337
101700-4,694,770,738,710,721
101700-5,616,833,794,692,727
101802-1,1625,1690,1769,1890,1957
101802-2,765,737,747,982,1129
101802-3,733,660,510,554,515
101802-4,1535,1292,1404,1377,1293
101803-1,2792,2554,2468,2182,2207
101803-2,439,457,470,629,631
101804-1,1477,1428,1361,1531,1724
101804-2,1955,1901,1848,1743,1576
101902-1,1356,1239,1209,1155,1032
101903-1,2180,2257,2042,2597,2765
101903-2,1557,1433,1764,1895,1830
101903-3,558,421,619,403,342
101904-1,1110,1091,1310,1505,1522
102001-1,1337,1346,1463,1307,1323
102001-2,844,953,1145,1640,1591
102002-1,759,767,831,784,783
102002-2,469,423,573,678,769
102002-3,1827,1817,2057,2048,2260
102003-1,2568,2867,2744,3015,3336
102004-1,2242,2256,2389,2590,2914
102005-1,1458,1516,1471,1333,1529
102005-2,61,71,61,58,87
102005-3,255,287,391,485,453
102005-4,388,525,445,374,467
102006-1,2613,3063,3099,3271,3702
980100-1,143,205,260,268,264
