id,y_2013,y_2014,y_2015,y_2016,y_2017
101802-2,0,0,0,0,47
101400-1,0,0,0,0,0
101802-4,0,0,0,0,210
101802-1,0,0,0,0,108
101802-3,0,0,0,0,69
101902-1,0,0,0,0,82
102005-1,0,0,0,0,70
102005-2,0,0,0,0,0
102005-3,0,0,0,0,82
102005-4,0,0,0,0,0
102004-1,0,0,0,0,80
102003-1,0,0,0,0,153
101803-1,0,0,0,0,156
101803-2,0,0,0,0,29
101600-2,0,0,0,0,136
101600-1,0,0,0,0,120
100601-1,0,0,0,0,166
100900-1,0,0,0,0,185
100900-2,0,0,0,0,74
101001-1,0,0,0,0,94
102002-3,0,0,0,0,147
102002-2,0,0,0,0,0
101102-3,0,0,0,0,349
101102-2,0,0,0,0,46
101102-4,0,0,0,0,156
100700-1,0,0,0,0,27
100700-2,0,0,0,0,135
100800-2,0,0,0,0,112
100800-1,0,0,0,0,170
101700-4,0,0,0,0,187
101700-2,0,0,0,0,350
101700-3,0,0,0,0,56
101700-1,0,0,0,0,112
101700-5,0,0,0,0,128
101600-3,0,0,0,0,121
100602-2,0,0,0,0,91
101804-2,0,0,0,0,74
101804-1,0,0,0,0,122
101903-1,0,0,0,0,172
101903-2,0,0,0,0,159
101903-3,0,0,0,0,17
101904-1,0,0,0,0,151
102001-2,0,0,0,0,170
101307-1,0,0,0,0,194
102001-1,0,0,0,0,161
102006-1,0,0,0,0,102
101201-1,0,0,0,0,195
101202-2,0,0,0,0,174
101202-1,0,0,0,0,193
980100-1,0,0,0,0,0
101002-2,0,0,0,0,151
101500-4,0,0,0,0,57
101400-3,0,0,0,0,61
101400-2,0,0,0,0,32
100300-1,0,0,0,0,160
100300-3,0,0,0,0,143
100300-2,0,0,0,0,78
100400-1,0,0,0,0,289
100400-2,0,0,0,0,139
100602-1,0,0,0,0,178
101101-1,0,0,0,0,240
101103-1,0,0,0,0,140
100100-1,0,0,0,0,117
100200-1,0,0,0,0,65
100200-2,0,0,0,0,121
100500-2,0,0,0,0,161
100500-3,0,0,0,0,146
100500-1,0,0,0,0,78
101102-1,0,0,0,0,42
101500-3,0,0,0,0,112
101500-1,0,0,0,0,32
101500-2,0,0,0,0,168
101002-1,0,0,0,0,46
101304-3,0,0,0,0,231
101304-1,0,0,0,0,92
101304-2,0,0,0,0,70
101306-2,0,0,0,0,91
101306-1,0,0,0,0,10
101306-3,0,0,0,0,62
101305-1,0,0,0,0,118
101303-2,0,0,0,0,149
101303-3,0,0,0,0,214
101303-1,0,0,0,0,157
102002-1,0,0,0,0,14
101001-2,0,0,0,0,211
