id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,178,201,124,119,138
100200-1,0,0,1,9,9
100200-2,62,86,62,48,57
100300-1,26,0,8,13,71
100300-2,181,193,206,701,641
100300-3,8,0,0,43,46
100400-1,113,132,387,388,420
100400-2,82,157,161,128,138
100500-1,169,137,112,133,47
100500-2,19,18,36,18,42
100500-3,516,782,526,566,573
100601-1,85,100,114,91,76
100602-1,21,22,32,39,43
100602-2,127,89,123,105,129
100700-1,0,0,0,0,0
100700-2,6,7,9,78,195
100800-1,62,80,81,57,38
100800-2,0,0,0,6,10
100900-1,243,224,49,140,197
100900-2,42,93,60,62,124
101001-1,72,68,67,75,47
101001-2,405,388,413,316,305
101002-1,161,137,103,110,64
101002-2,172,123,128,57,12
101101-1,147,209,280,419,258
101102-1,57,48,95,150,74
101102-2,277,263,145,78,94
101102-3,224,251,426,230,517
101102-4,206,202,171,65,321
101103-1,242,244,424,309,301
101201-1,377,415,312,313,276
101202-1,53,71,28,92,109
101202-2,241,307,249,267,202
101303-1,285,167,190,285,259
101303-2,99,26,128,302,403
101303-3,563,716,788,676,556
101304-1,151,187,336,508,473
101304-2,82,108,130,197,299
101304-3,256,347,440,251,226
101305-1,384,379,450,725,861
101306-1,105,6,7,9,89
101306-2,391,248,351,316,250
101306-3,469,237,371,323,204
101307-1,73,189,224,312,259
101400-1,158,91,242,224,197
101400-2,137,162,211,197,225
101400-3,734,928,878,761,929
101500-1,49,52,82,93,101
101500-2,605,408,275,208,226
101500-3,61,22,14,18,0
101500-4,84,91,39,9,7
101600-1,83,94,166,114,126
101600-2,0,0,144,153,252
101600-3,20,15,14,14,13
101700-1,0,0,0,14,56
101700-2,16,16,39,41,15
101700-3,0,0,46,40,31
101700-4,28,34,20,26,18
101700-5,30,36,50,0,0
101802-1,126,280,292,144,112
101802-2,41,44,49,20,15
101802-3,55,91,109,43,50
101802-4,105,15,52,77,83
101803-1,110,164,64,84,158
101803-2,113,121,34,60,46
101804-1,124,163,69,212,134
101804-2,90,183,183,333,105
101902-1,115,105,198,196,174
101903-1,261,242,238,212,223
101903-2,398,443,444,575,274
101903-3,127,17,18,14,16
101904-1,402,312,325,229,222
102001-1,280,394,226,126,133
102001-2,110,105,80,154,125
102002-1,61,103,140,130,52
102002-2,176,351,292,358,304
102002-3,675,571,754,767,1006
102003-1,840,918,768,1073,1326
102004-1,518,593,738,653,615
102005-1,164,150,185,140,297
102005-2,0,0,0,29,109
102005-3,59,80,115,121,6
102005-4,183,275,131,80,52
102006-1,534,805,1082,1071,1361
980100-1,31,49,61,59,18
