id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,0,0,0,6,6
100200-1,0,0,0,0,0
100200-2,0,0,0,0,0
100300-1,0,0,0,0,0
100300-2,0,0,0,0,0
100300-3,16,13,0,0,0
100400-1,0,0,0,0,0
100400-2,0,0,0,0,0
100500-1,0,18,22,17,19
100500-2,0,0,0,0,0
100500-3,0,0,0,0,0
100601-1,0,0,0,4,4
100602-1,0,0,0,0,0
100602-2,0,0,0,0,0
100700-1,0,0,0,0,0
100700-2,0,0,0,0,0
100800-1,7,17,20,22,28
100800-2,0,0,0,0,0
100900-1,8,0,0,0,0
100900-2,0,0,0,0,0
101001-1,0,0,0,0,0
101001-2,17,18,14,11,9
101002-1,0,8,12,9,9
101002-2,33,0,0,0,0
101101-1,0,0,1,10,4
101102-1,0,0,0,0,0
101102-2,0,0,0,0,0
101102-3,0,0,0,0,0
101102-4,0,0,0,0,0
101103-1,7,6,5,0,0
101201-1,0,0,0,0,0
101202-1,0,0,0,0,0
101202-2,0,0,0,0,0
101303-1,13,14,13,9,12
101303-2,0,60,79,81,85
101303-3,0,0,0,0,0
101304-1,0,0,0,0,0
101304-2,0,0,0,0,0
101304-3,0,0,0,0,0
101305-1,0,0,0,0,25
101306-1,0,0,0,0,0
101306-2,0,0,0,15,10
101306-3,8,12,32,30,34
101307-1,6,5,6,5,0
101400-1,0,0,0,0,0
101400-2,0,0,0,0,0
101400-3,0,0,0,0,0
101500-1,0,0,0,0,0
101500-2,14,13,13,16,0
101500-3,0,0,0,0,0
101500-4,10,0,0,0,0
101600-1,0,0,0,0,0
101600-2,0,11,11,11,16
101600-3,35,39,0,0,0
101700-1,0,0,0,0,0
101700-2,0,0,0,0,0
101700-3,0,0,0,0,0
101700-4,0,0,19,14,16
101700-5,0,0,0,0,0
101802-1,0,0,0,0,0
101802-2,0,0,0,0,0
101802-3,0,0,0,0,0
101802-4,0,0,0,0,0
101803-1,15,0,0,0,0
101803-2,0,0,0,0,0
101804-1,0,19,28,22,36
101804-2,0,0,0,0,0
101902-1,0,0,6,6,4
101903-1,0,0,0,0,0
101903-2,0,0,0,0,0
101903-3,0,0,0,16,16
101904-1,49,0,12,0,0
102001-1,0,0,0,0,0
102001-2,0,0,0,0,0
102002-1,26,0,0,0,0
102002-2,0,0,0,0,0
102002-3,0,0,0,15,14
102003-1,0,28,18,96,84
102004-1,8,0,0,0,0
102005-1,44,0,0,0,0
102005-2,0,0,0,0,0
102005-3,0,0,0,16,26
102005-4,0,0,0,0,0
102006-1,0,0,62,56,55
980100-1,0,0,0,0,0
