id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,0,0,0,0,0
100200-1,0,0,0,0,0
100200-2,10,15,13,0,18
100300-1,34,0,0,0,0
100300-2,49,56,0,0,0
100300-3,48,43,44,43,23
100400-1,21,18,17,19,0
100400-2,0,21,19,22,22
100500-1,0,0,0,0,0
100500-2,46,45,49,48,0
100500-3,0,0,0,0,0
100601-1,44,40,41,5,6
100602-1,93,56,57,58,60
100602-2,35,59,31,24,26
100700-1,0,0,0,0,0
100700-2,6,9,12,17,10
100800-1,0,0,0,0,0
100800-2,0,0,0,0,0
100900-1,0,0,0,0,0
100900-2,0,6,4,8,17
101001-1,0,20,21,20,23
101001-2,88,92,85,41,50
101002-1,32,0,0,0,0
101002-2,0,72,76,68,58
101101-1,31,51,44,60,52
101102-1,0,0,0,0,0
101102-2,39,41,0,0,0
101102-3,32,51,23,37,30
101102-4,37,39,41,40,0
101103-1,20,20,15,17,18
101201-1,10,4,6,14,17
101202-1,0,0,0,0,0
101202-2,0,0,0,0,0
101303-1,0,0,0,0,0
101303-2,32,31,31,0,0
101303-3,142,128,141,94,85
101304-1,39,18,20,24,26
101304-2,0,0,0,0,0
101304-3,0,0,0,0,0
101305-1,0,0,0,38,54
101306-1,26,40,48,0,0
101306-2,0,0,0,0,0
101306-3,85,42,0,0,0
101307-1,0,0,0,0,0
101400-1,0,0,0,0,0
101400-2,0,0,0,0,0
101400-3,0,0,0,0,0
101500-1,0,0,35,33,33
101500-2,13,14,14,0,0
101500-3,0,0,0,0,0
101500-4,0,49,47,47,47
101600-1,53,18,17,0,0
101600-2,0,0,0,0,0
101600-3,0,0,0,0,0
101700-1,0,0,0,0,0
101700-2,0,0,0,0,0
101700-3,0,0,0,0,0
101700-4,0,0,0,0,0
101700-5,0,0,0,0,0
101802-1,0,0,0,0,0
101802-2,0,0,0,0,0
101802-3,58,80,68,80,87
101802-4,0,0,0,0,0
101803-1,55,0,0,0,0
101803-2,28,0,0,0,0
101804-1,0,0,56,57,49
101804-2,51,83,63,65,55
101902-1,16,21,22,25,27
101903-1,85,82,40,0,0
101903-2,30,0,0,0,0
101903-3,0,0,0,0,0
101904-1,0,0,18,19,16
102001-1,0,92,108,133,138
102001-2,0,0,0,0,0
102002-1,44,21,52,110,49
102002-2,0,0,0,0,0
102002-3,30,0,0,60,59
102003-1,0,15,2,22,16
102004-1,0,0,0,0,0
102005-1,0,0,0,0,0
102005-2,0,0,0,0,0
102005-3,0,0,0,0,0
102005-4,24,0,0,0,0
102006-1,63,36,34,35,31
980100-1,0,0,0,0,0
