id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,0,0,0,0,0
100200-1,5,26,4,0,0
100200-2,5,6,4,6,0
100300-1,25,38,42,0,0
100300-2,26,23,28,82,75
100300-3,28,34,28,75,74
100400-1,78,78,48,31,27
100400-2,0,22,24,25,25
100500-1,0,0,0,0,0
100500-2,0,0,0,0,0
100500-3,100,76,74,76,89
100601-1,19,14,17,15,18
100602-1,0,0,35,28,15
100602-2,32,18,14,9,18
100700-1,3,3,3,4,0
100700-2,37,42,6,10,28
100800-1,0,0,0,0,3
100800-2,0,46,51,30,31
100900-1,0,0,0,0,0
100900-2,17,0,0,14,27
101001-1,11,11,10,28,24
101001-2,77,55,76,53,53
101002-1,40,28,0,0,0
101002-2,32,60,0,0,0
101101-1,24,25,14,12,14
101102-1,11,9,54,28,42
101102-2,9,25,23,52,44
101102-3,0,0,0,0,0
101102-4,56,51,47,37,0
101103-1,18,6,36,46,101
101201-1,35,35,34,31,46
101202-1,0,0,0,0,0
101202-2,28,46,58,42,30
101303-1,34,14,13,11,15
101303-2,51,26,35,53,34
101303-3,90,99,83,142,201
101304-1,17,54,42,58,53
101304-2,8,9,9,6,8
101304-3,31,15,14,16,8
101305-1,51,76,91,114,134
101306-1,8,8,7,17,18
101306-2,18,17,40,95,102
101306-3,8,0,17,0,0
101307-1,26,36,49,45,30
101400-1,0,0,0,0,0
101400-2,83,89,64,30,26
101400-3,175,173,125,64,63
101500-1,0,0,0,0,0
101500-2,87,43,39,31,36
101500-3,14,16,14,15,0
101500-4,28,32,14,0,0
101600-1,79,95,57,14,18
101600-2,16,37,88,90,111
101600-3,11,37,51,41,24
101700-1,0,0,0,0,0
101700-2,38,39,41,30,17
101700-3,44,32,0,0,0
101700-4,15,15,0,0,0
101700-5,24,25,25,14,16
101802-1,133,130,127,124,111
101802-2,0,0,27,30,36
101802-3,13,22,13,14,0
101802-4,0,0,0,0,0
101803-1,185,230,273,167,109
101803-2,19,16,25,15,39
101804-1,28,23,11,8,39
101804-2,73,64,64,90,118
101902-1,43,30,29,36,28
101903-1,14,0,0,59,104
101903-2,58,63,42,74,21
101903-3,0,0,0,0,0
101904-1,14,14,34,37,45
102001-1,31,27,36,31,37
102001-2,54,64,72,38,65
102002-1,31,22,34,0,0
102002-2,53,44,66,53,52
102002-3,57,18,46,40,23
102003-1,68,60,183,223,190
102004-1,10,78,90,157,179
102005-1,0,0,0,0,0
102005-2,0,0,0,0,0
102005-3,0,0,0,0,0
102005-4,52,92,71,41,55
102006-1,130,135,97,184,211
980100-1,0,0,0,0,0
