id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,31,38,50,39,42
100200-1,27,60,68,36,43
100200-2,175,135,134,113,53
100300-1,140,112,203,186,138
100300-2,247,266,263,258,202
100300-3,174,132,102,166,166
100400-1,136,92,155,174,143
100400-2,169,171,124,105,60
100500-1,52,27,45,85,87
100500-2,145,152,160,165,66
100500-3,103,245,176,153,164
100601-1,139,194,195,200,164
100602-1,96,90,86,125,90
100602-2,4,15,41,42,47
100700-1,9,22,24,14,16
100700-2,121,49,19,22,34
100800-1,52,72,79,112,92
100800-2,42,59,62,55,46
100900-1,51,50,62,46,46
100900-2,46,43,100,93,107
101001-1,18,24,28,45,57
101001-2,160,133,133,142,107
101002-1,61,109,233,91,79
101002-2,81,117,157,177,213
101101-1,187,166,173,198,150
101102-1,18,15,38,32,61
101102-2,153,154,160,94,44
101102-3,116,159,158,144,142
101102-4,178,109,76,80,48
101103-1,71,67,85,110,125
101201-1,134,154,186,242,202
101202-1,49,64,25,32,37
101202-2,98,89,113,122,150
101303-1,89,152,80,77,80
101303-2,53,65,54,64,62
101303-3,335,285,197,141,246
101304-1,181,202,159,249,257
101304-2,26,80,115,135,150
101304-3,126,49,70,83,62
101305-1,223,100,123,154,174
101306-1,85,104,89,68,48
101306-2,246,166,126,168,188
101306-3,81,134,198,179,152
101307-1,135,188,190,193,198
101400-1,0,0,0,0,0
101400-2,25,9,8,7,8
101400-3,153,181,169,115,142
101500-1,36,60,93,104,85
101500-2,182,138,133,175,216
101500-3,32,27,34,44,44
101500-4,122,122,73,85,130
101600-1,203,275,237,259,423
101600-2,34,40,30,30,33
101600-3,109,188,218,165,150
101700-1,126,43,72,68,70
101700-2,245,169,161,129,123
101700-3,124,101,105,157,143
101700-4,68,126,93,95,75
101700-5,129,215,212,199,216
101802-1,253,239,233,264,386
101802-2,138,151,98,119,111
101802-3,35,47,15,74,84
101802-4,224,197,231,229,232
101803-1,511,462,339,361,318
101803-2,60,74,62,87,63
101804-1,207,110,152,184,284
101804-2,278,316,282,274,149
101902-1,299,283,252,263,220
101903-1,358,390,426,439,416
101903-2,493,379,417,303,259
101903-3,0,0,25,21,13
101904-1,135,156,180,201,153
102001-1,219,194,308,297,412
102001-2,91,169,169,350,301
102002-1,71,34,26,56,97
102002-2,27,39,7,4,8
102002-3,245,212,206,284,273
102003-1,349,521,413,444,460
102004-1,408,295,181,293,315
102005-1,262,258,222,169,151
102005-2,0,0,0,0,0
102005-3,46,65,77,130,76
102005-4,19,11,0,0,31
102006-1,399,437,428,416,409
980100-1,0,0,0,0,0
