id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,34,27,152,106,63
100200-1,111,137,121,118,125
100200-2,186,196,248,198,178
100300-1,147,138,175,233,258
100300-2,401,350,382,359,315
100300-3,427,394,392,478,522
100400-1,155,163,183,142,164
100400-2,278,335,217,178,161
100500-1,369,317,291,336,376
100500-2,200,197,217,229,180
100500-3,197,333,344,337,351
100601-1,774,694,696,697,688
100602-1,138,175,159,144,154
100602-2,426,492,534,519,515
100700-1,126,115,112,129,127
100700-2,151,221,185,152,168
100800-1,114,108,84,64,91
100800-2,158,220,179,137,105
100900-1,230,164,119,120,111
100900-2,100,103,183,214,238
101001-1,227,283,258,262,238
101001-2,636,649,604,624,557
101002-1,368,368,378,331,337
101002-2,434,436,468,484,529
101101-1,458,513,568,435,488
101102-1,229,188,298,222,211
101102-2,458,445,379,448,418
101102-3,558,617,580,623,650
101102-4,364,407,433,422,469
101103-1,692,622,584,606,611
101201-1,396,417,402,372,364
101202-1,301,332,298,333,364
101202-2,464,411,427,495,493
101303-1,129,128,143,169,173
101303-2,299,353,318,261,383
101303-3,1409,1639,1644,1479,1414
101304-1,485,430,328,335,357
101304-2,32,54,95,215,221
101304-3,357,334,349,312,229
101305-1,663,760,918,1055,1098
101306-1,280,334,326,292,295
101306-2,444,494,516,546,505
101306-3,441,341,361,266,254
101307-1,405,394,384,414,429
101400-1,0,0,0,0,0
101400-2,0,0,0,0,0
101400-3,0,11,11,9,8
101500-1,351,285,288,192,217
101500-2,980,891,868,871,885
101500-3,392,360,366,442,414
101500-4,471,516,466,495,456
101600-1,553,583,661,740,757
101600-2,272,269,214,261,297
101600-3,591,563,518,473,475
101700-1,423,335,307,324,394
101700-2,591,636,525,612,645
101700-3,356,235,284,266,264
101700-4,585,568,500,460,453
101700-5,513,548,505,419,446
101802-1,1265,1249,1203,1207,1280
101802-2,482,458,521,666,771
101802-3,472,474,462,410,460
101802-4,1024,877,911,854,876
101803-1,1400,1387,1364,1305,1482
101803-2,295,308,308,395,376
101804-1,1005,1030,975,1018,997
101804-2,1089,1157,1082,1084,948
101902-1,768,713,706,773,751
101903-1,802,809,835,806,867
101903-2,719,657,735,749,779
101903-3,381,301,295,222,275
101904-1,712,714,871,976,1038
102001-1,755,799,610,581,602
102001-2,526,545,542,606,584
102002-1,460,464,428,408,388
102002-2,285,379,413,479,431
102002-3,895,816,848,838,934
102003-1,1081,1090,973,1175,1176
102004-1,944,852,799,918,931
102005-1,492,470,450,299,281
102005-2,61,71,61,87,95
102005-3,137,110,184,211,224
102005-4,282,457,374,298,312
102006-1,1511,1627,1676,1811,2085
980100-1,0,0,0,0,0
