id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,368,363,481,417,400
100200-1,263,279,295,280,264
100200-2,478,462,476,435,412
100300-1,512,494,524,512,581
100300-2,899,865,897,740,644
100300-3,665,718,626,741,726
100400-1,738,790,840,767,694
100400-2,551,576,449,458,469
100500-1,573,491,465,516,579
100500-2,655,553,635,583,488
100500-3,993,1175,1146,1098,1142
100601-1,941,876,901,897,903
100602-1,529,506,524,571,552
100602-2,824,786,816,706,723
100700-1,226,238,212,230,219
100700-2,313,346,280,295,327
100800-1,609,599,597,544,525
100800-2,308,354,326,277,248
100900-1,617,625,474,522,532
100900-2,417,391,456,475,578
101001-1,436,420,408,484,482
101001-2,1143,1078,1055,993,946
101002-1,540,564,544,493,496
101002-2,577,598,678,670,705
101101-1,966,1000,1059,999,1069
101102-1,335,299,483,436,441
101102-2,805,841,737,773,700
101102-3,759,858,936,892,1013
101102-4,772,759,729,741,690
101103-1,962,935,937,964,907
101201-1,847,921,950,898,896
101202-1,545,588,552,594,614
101202-2,797,768,845,919,952
101303-1,584,675,777,764,790
101303-2,635,632,751,805,769
101303-3,1701,1985,2180,2161,2218
101304-1,930,990,947,907,903
101304-2,430,451,514,539,570
101304-3,626,577,583,593,558
101305-1,1018,1038,1141,1336,1604
101306-1,410,479,512,448,487
101306-2,742,770,800,835,802
101306-3,605,577,672,620,582
101307-1,903,921,979,960,970
101400-1,0,0,0,0,0
101400-2,420,386,354,314,306
101400-3,1160,1249,1277,1283,1281
101500-1,407,358,398,293,357
101500-2,1199,1030,1000,983,1056
101500-3,589,604,552,731,639
101500-4,589,598,516,554,563
101600-1,986,955,966,967,1085
101600-2,370,396,396,480,513
101600-3,654,629,591,577,583
101700-1,503,461,440,434,476
101700-2,819,867,786,874,870
101700-3,441,317,332,315,314
101700-4,673,687,654,608,590
101700-5,542,644,668,689,715
101802-1,1422,1442,1432,1461,1427
101802-2,555,510,556,692,785
101802-3,539,539,525,500,497
101802-4,1185,1045,1077,1054,1056
101803-1,1946,1903,1956,1966,2177
101803-2,350,377,349,461,437
101804-1,1169,1134,1059,1121,1277
101804-2,1189,1214,1184,1167,1031
101902-1,978,949,956,964,908
101903-1,1626,1657,1584,1723,1898
101903-2,1124,993,1138,1258,1148
101903-3,416,363,408,317,351
101904-1,841,857,993,1113,1198
102001-1,1295,1222,1186,968,941
102001-2,732,742,796,1114,1115
102002-1,533,546,526,504,476
102002-2,423,453,517,591,588
102002-3,1429,1360,1515,1592,1735
102003-1,1829,1996,2047,2144,2211
102004-1,1875,1981,2021,2041,2238
102005-1,1139,1187,1201,1021,1183
102005-2,61,71,61,87,95
102005-3,292,281,400,473,529
102005-4,336,530,467,388,417
102006-1,1843,2074,2161,2380,2668
980100-1,0,0,0,0,0
