id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,134,117,97,92,113
100200-1,0,31,32,58,63
100200-2,35,27,78,84,91
100300-1,0,0,0,0,0
100300-2,63,110,160,173,155
100300-3,52,46,0,0,0
100400-1,90,113,107,85,88
100400-2,0,0,17,40,42
100500-1,0,0,0,0,0
100500-2,0,0,0,0,0
100500-3,130,154,166,220,265
100601-1,35,46,44,41,38
100602-1,21,46,50,51,54
100602-2,0,0,0,0,28
100700-1,23,24,25,17,17
100700-2,41,0,0,0,0
100800-1,22,23,51,44,80
100800-2,0,12,11,11,12
100900-1,198,158,122,120,80
100900-2,128,136,201,217,129
101001-1,0,0,17,19,26
101001-2,72,69,72,75,60
101002-1,115,103,64,62,58
101002-2,0,0,0,0,0
101101-1,62,52,44,60,57
101102-1,0,0,0,0,0
101102-2,94,70,78,122,94
101102-3,12,46,50,81,100
101102-4,42,46,0,38,53
101103-1,0,0,15,16,16
101201-1,115,121,96,83,83
101202-1,88,112,84,59,38
101202-2,51,45,47,22,22
101303-1,86,75,42,44,84
101303-2,71,108,77,122,111
101303-3,0,30,33,73,73
101304-1,72,121,144,156,159
101304-2,39,54,57,114,98
101304-3,31,0,0,0,0
101305-1,27,23,0,23,31
101306-1,0,0,0,0,0
101306-2,0,0,0,0,0
101306-3,20,28,34,57,60
101307-1,141,119,103,100,110
101400-1,0,0,0,0,0
101400-2,15,16,20,60,79
101400-3,20,61,79,99,77
101500-1,0,0,0,0,0
101500-2,0,27,26,28,35
101500-3,0,0,38,37,35
101500-4,0,0,0,0,0
101600-1,47,39,32,30,0
101600-2,0,0,0,0,0
101600-3,0,0,0,0,0
101700-1,0,0,0,0,0
101700-2,0,0,0,0,0
101700-3,0,0,0,0,0
101700-4,0,0,0,0,0
101700-5,0,0,0,0,0
101802-1,0,0,0,0,0
101802-2,53,49,49,0,0
101802-3,0,0,0,0,0
101802-4,44,38,37,0,0
101803-1,86,121,164,160,119
101803-2,0,0,0,0,0
101804-1,0,0,0,0,0
101804-2,0,0,0,0,0
101902-1,0,0,0,0,0
101903-1,118,118,122,41,96
101903-2,87,156,125,129,99
101903-3,0,44,43,50,50
101904-1,0,0,0,0,0
102001-1,0,0,57,54,55
102001-2,0,28,32,38,35
102002-1,0,0,50,61,53
102002-2,18,17,0,0,0
102002-3,40,40,50,48,44
102003-1,14,24,21,22,22
102004-1,39,96,112,182,182
102005-1,0,0,114,91,154
102005-2,0,0,0,0,0
102005-3,154,111,48,61,23
102005-4,0,0,0,0,0
102006-1,49,0,0,51,97
980100-1,0,0,0,0,0
