id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,21.0,17.5,31.1,30.5,31.5
100200-1,17.0,20.7,16.3,13.9,13.9
100200-2,13.4,13.9,17.7,18.0,20.3
100300-1,18.5,21.7,21.9,13.6,11.8
100300-2,19.7,18.0,18.8,14.1,12.5
100300-3,18.8,14.5,13.9,16.8,16.4
100400-1,18.2,14.7,14.3,18.6,16.0
100400-2,19.8,18.3,18.4,16.5,14.0
100500-1,17.7,17.2,14.2,17.9,17.3
100500-2,29.4,26.4,26.1,25.8,20.8
100500-3,22.6,18.4,17.6,17.5,19.6
100601-1,20.1,18.9,17.6,16.2,15.3
100602-1,11.8,15.5,16.5,17.2,16.4
100602-2,14.2,15.9,16.5,14.8,16.8
100700-1,13.9,12.3,14.8,18.3,18.7
100700-2,27.2,25.8,22.3,18.9,17.8
100800-1,16.9,17.6,19.2,18.1,17.4
100800-2,27.8,22.8,20.0,14.2,13.3
100900-1,38.0,43.5,47.4,46.7,47.8
100900-2,19.0,21.4,18.1,17.4,17.6
101001-1,18.3,15.7,17.5,15.6,16.1
101001-2,18.5,17.8,18.8,20.9,19.5
101002-1,18.3,17.8,20.3,18.9,17.5
101002-2,18.3,21.2,20.8,17.4,15.5
101101-1,19.5,21.4,20.4,18.5,17.6
101102-1,17.6,16.7,20.0,22.5,27.4
101102-2,23.5,22.3,19.1,23.5,18.8
101102-3,26.2,23.1,21.1,17.1,14.5
101102-4,14.9,15.9,14.0,14.4,13.8
101103-1,20.6,20.5,19.7,20.0,19.0
101201-1,18.3,20.1,20.5,21.1,20.4
101202-1,17.5,17.5,17.6,17.7,18.0
101202-2,15.7,18.8,18.7,17.8,18.6
101303-1,19.6,32.5,18.2,17.8,17.2
101303-2,17.7,14.8,15.0,14.0,17.6
101303-3,23.6,23.2,23.6,24.8,22.0
101304-1,19.9,21.8,21.5,20.6,21.3
101304-2,11.4,10.0,17.5,22.9,21.4
101304-3,21.0,16.5,30.4,32.9,30.7
101305-1,22.8,24.8,22.7,22.4,21.6
101306-1,24.1,18.8,17.7,19.2,17.4
101306-2,21.4,20.3,20.0,20.1,22.1
101306-3,18.0,17.7,18.1,17.4,17.1
101307-1,19.0,19.1,20.0,20.1,20.3
101400-1,0,0,0,0,0
101400-2,0,0,0,0,0
101400-3,0,0,0,0,0
101500-1,15.7,14.6,14.7,14.2,16.7
101500-2,15.1,17.0,16.7,18.3,18.9
101500-3,23.0,22.8,22.8,21.8,20.8
101500-4,21.5,21.5,18.4,19.6,19.7
101600-1,17.7,19.8,18.8,18.5,17.8
101600-2,23.5,23.4,18.7,16.2,16.8
101600-3,21.2,20.3,19.3,13.8,16.6
101700-1,16.6,13.5,10.3,10.4,11.3
101700-2,23.5,23.5,23.9,19.5,17.9
101700-3,18.2,14.5,17.5,17.5,17.5
101700-4,22.7,20.6,20.1,18.0,17.5
101700-5,19.1,17.5,16.7,16.8,16.8
101802-1,18.4,17.6,16.7,16.0,16.6
101802-2,16.4,17.1,17.9,16.6,16.6
101802-3,22.7,20.9,22.3,14.0,14.0
101802-4,17.0,17.0,14.7,16.9,17.4
101803-1,19.3,18.9,17.9,18.2,18.2
101803-2,26.9,27.5,21.7,22.3,21.1
101804-1,17.3,16.3,17.6,17.1,17.3
101804-2,17.7,16.2,16.2,16.4,15.7
101902-1,18.3,18.6,17.3,16.9,16.9
101903-1,21.1,22.0,22.8,23.6,19.7
101903-2,24.1,21.7,18.4,16.1,14.2
101903-3,22.2,21.9,22.1,20.6,19.1
101904-1,20.3,21.6,22.7,19.6,19.4
102001-1,21.9,22.4,21.0,20.8,18.8
102001-2,22.2,18.5,15.8,14.9,15.6
102002-1,19.8,18.0,17.0,17.5,16.0
102002-2,19.4,21.0,18.0,20.9,21.2
102002-3,22.1,21.7,21.2,22.4,20.5
102003-1,24.6,24.2,23.2,24.1,22.9
102004-1,24.5,24.3,20.4,20.9,20.3
102005-1,21.7,20.3,21.8,19.2,16.8
102005-2,0,0,0,50.0,50.0
102005-3,20.5,15.2,17.4,16.7,18.2
102005-4,29.7,15.8,17.0,21.1,20.9
102006-1,22.4,19.8,19.5,22.0,22.4
980100-1,0,0,0,0,0
