id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,566,576,602,663,768
100200-1,788,804,853,900,844
100200-2,620,618,666,715,703
100300-1,710,723,723,769,847
100300-2,828,786,786,747,762
100300-3,809,854,870,906,845
100400-1,568,604,616,647,633
100400-2,643,645,604,679,668
100500-1,813,858,820,861,914
100500-2,677,665,653,656,428
100500-3,685,745,797,833,875
100601-1,816,834,825,739,739
100602-1,743,754,765,769,805
100602-2,770,787,785,801,882
100700-1,691,763,910,824,900
100700-2,863,754,642,596,628
100800-1,628,610,521,522,541
100800-2,503,644,660,657,714
100900-1,573,616,624,627,688
100900-2,736,717,743,759,776
101001-1,776,889,834,854,965
101001-2,762,801,798,891,920
101002-1,1060,825,1025,1029,891
101002-2,848,906,909,797,867
101101-1,771,755,719,773,793
101102-1,941,1092,1049,1076,1088
101102-2,867,890,928,984,1015
101102-3,1007,946,933,997,998
101102-4,721,731,736,920,673
101103-1,991,916,962,992,1058
101201-1,767,760,770,764,761
101202-1,587,605,604,649,701
101202-2,868,908,904,915,945
101303-1,856,884,853,858,876
101303-2,941,968,1063,1091,1117
101303-3,1228,1212,1131,1102,1197
101304-1,908,897,916,900,931
101304-2,816,822,832,888,902
101304-3,542,559,597,568,574
101305-1,1119,1151,1014,1141,1228
101306-1,750,917,933,1091,1083
101306-2,852,813,898,1042,1036
101306-3,981,1061,1018,1000,1023
101307-1,780,745,736,807,818
101400-1,0,0,0,0,0
101400-2,989,1003,1196,1247,1329
101400-3,1135,1176,1245,1327,1391
101500-1,0,541,1313,1409,1442
101500-2,730,903,967,1250,711
101500-3,598,599,713,731,664
101500-4,1322,1351,942,962,1009
101600-1,838,972,921,804,1029
101600-2,244,245,308,311,320
101600-3,933,941,938,931,624
101700-1,671,477,495,513,443
101700-2,538,708,684,686,679
101700-3,776,778,0,0,0
101700-4,0,0,550,0,0
101700-5,0,1010,1127,1098,1110
101802-1,1104,1103,1108,1127,1107
101802-2,0,0,2120,0,0
101802-3,1280,1292,1254,883,0
101802-4,612,612,605,668,658
101803-1,852,946,864,1251,1220
101803-2,1542,1579,0,0,1805
101804-1,1740,1702,1662,1396,1314
101804-2,0,0,1583,2006,1762
101902-1,868,876,864,827,851
101903-1,873,888,870,887,906
101903-2,776,820,1018,1109,1075
101903-3,0,1368,0,878,0
101904-1,1201,1190,1538,1608,1561
102001-1,1112,1112,1037,637,669
102001-2,862,803,788,859,869
102002-1,1163,1326,1264,1269,1325
102002-2,1484,1431,1509,1491,1714
102002-3,1157,988,1081,997,1018
102003-1,1089,1058,1062,1155,1174
102004-1,877,888,895,884,881
102005-1,1018,1064,1079,1113,1186
102005-2,0,0,0,0,0
102005-3,684,773,833,798,861
102005-4,1750,1780,1478,1534,1294
102006-1,1296,1218,1349,1416,1501
980100-1,0,0,0,0,0
