id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,8,36,30,37,35
100200-1,26,31,14,29,30
100200-2,36,37,59,24,12
100300-1,15,29,24,27,24
100300-2,36,43,45,42,43
100300-3,105,141,169,98,89
100400-1,65,70,60,63,48
100400-2,34,31,26,28,17
100500-1,79,116,107,77,79
100500-2,12,23,7,33,45
100500-3,43,61,112,32,49
100601-1,193,118,126,148,142
100602-1,71,46,43,43,45
100602-2,95,68,68,82,71
100700-1,48,54,48,60,49
100700-2,25,40,29,21,46
100800-1,56,60,51,36,39
100800-2,0,0,0,0,0
100900-1,25,24,25,18,6
100900-2,12,12,13,0,0
101001-1,34,39,40,53,40
101001-2,43,65,38,46,48
101002-1,47,44,50,62,102
101002-2,53,14,22,8,23
101101-1,31,21,82,78,91
101102-1,0,19,29,34,31
101102-2,55,58,48,70,51
101102-3,11,13,14,81,113
101102-4,46,46,33,30,38
101103-1,47,64,30,40,37
101201-1,32,26,41,28,36
101202-1,10,19,17,20,21
101202-2,63,95,77,46,36
101303-1,12,0,0,0,0
101303-2,30,47,37,45,46
101303-3,77,168,156,141,281
101304-1,47,57,21,31,18
101304-2,0,10,22,10,14
101304-3,23,17,15,13,0
101305-1,70,61,93,143,200
101306-1,24,26,37,33,18
101306-2,61,122,128,94,62
101306-3,58,60,15,26,37
101307-1,26,41,37,44,70
101400-1,0,0,0,0,0
101400-2,93,90,107,67,59
101400-3,117,134,152,172,143
101500-1,0,0,65,62,113
101500-2,119,140,125,68,95
101500-3,28,13,24,28,40
101500-4,50,55,46,43,37
101600-1,61,38,47,44,34
101600-2,19,16,15,30,68
101600-3,59,68,80,84,60
101700-1,29,11,0,26,27
101700-2,12,48,45,61,49
101700-3,39,46,94,106,111
101700-4,68,28,27,72,71
101700-5,37,156,187,146,140
101802-1,202,250,250,245,230
101802-2,93,77,103,152,165
101802-3,45,65,61,63,81
101802-4,50,38,41,76,64
101803-1,339,289,361,382,447
101803-2,82,84,66,131,154
101804-1,322,279,269,250,342
101804-2,254,206,172,155,179
101902-1,172,170,181,180,172
101903-1,121,95,174,236,227
101903-2,115,136,112,222,289
101903-3,60,46,90,34,58
101904-1,140,172,172,297,283
102001-1,68,82,98,78,112
102001-2,9,39,52,110,119
102002-1,29,27,0,13,14
102002-2,35,54,57,63,43
102002-3,186,140,258,208,286
102003-1,204,121,159,228,143
102004-1,215,163,158,116,102
102005-1,239,236,326,373,315
102005-2,0,0,0,0,0
102005-3,0,0,62,64,80
102005-4,125,201,161,167,147
102006-1,339,364,354,349,420
980100-1,0,0,0,0,0
