id,y_2013,y_2014,y_2015,y_2016,y_2017
101802-2,0,0,0,0,738
101400-1,0,0,0,0,0
101802-4,0,0,0,0,807
101802-1,0,0,0,0,1300
101802-3,0,0,0,0,428
101902-1,0,0,0,0,788
102005-1,0,0,0,0,1098
102005-2,0,0,0,0,95
102005-3,0,0,0,0,266
102005-4,0,0,0,0,365
102004-1,0,0,0,0,1992
102003-1,0,0,0,0,1920
101803-1,0,0,0,0,1999
101803-2,0,0,0,0,397
101600-2,0,0,0,0,377
101600-1,0,0,0,0,965
100601-1,0,0,0,0,695
100900-1,0,0,0,0,300
100900-2,0,0,0,0,455
101001-1,0,0,0,0,388
102002-3,0,0,0,0,1574
102002-2,0,0,0,0,588
101102-3,0,0,0,0,626
101102-2,0,0,0,0,654
101102-4,0,0,0,0,434
100700-1,0,0,0,0,192
100700-2,0,0,0,0,185
100800-2,0,0,0,0,109
100800-1,0,0,0,0,303
101700-4,0,0,0,0,403
101700-2,0,0,0,0,494
101700-3,0,0,0,0,258
101700-1,0,0,0,0,349
101700-5,0,0,0,0,534
101600-3,0,0,0,0,424
100602-2,0,0,0,0,609
101804-2,0,0,0,0,947
101804-1,0,0,0,0,1105
101903-1,0,0,0,0,1701
101903-2,0,0,0,0,955
101903-3,0,0,0,0,334
101904-1,0,0,0,0,1014
102001-2,0,0,0,0,911
101307-1,0,0,0,0,768
102001-1,0,0,0,0,659
102006-1,0,0,0,0,2503
101201-1,0,0,0,0,648
101202-2,0,0,0,0,745
101202-1,0,0,0,0,421
980100-1,0,0,0,0,0
101002-2,0,0,0,0,518
101500-4,0,0,0,0,461
101400-3,0,0,0,0,1189
101400-2,0,0,0,0,274
100300-1,0,0,0,0,363
100300-3,0,0,0,0,548
100300-2,0,0,0,0,558
100400-1,0,0,0,0,388
100400-2,0,0,0,0,306
100602-1,0,0,0,0,348
101101-1,0,0,0,0,706
101103-1,0,0,0,0,726
100100-1,0,0,0,0,232
100200-1,0,0,0,0,160
100200-2,0,0,0,0,291
100500-2,0,0,0,0,299
100500-3,0,0,0,0,935
100500-1,0,0,0,0,501
101102-1,0,0,0,0,383
101500-3,0,0,0,0,479
101500-1,0,0,0,0,284
101500-2,0,0,0,0,873
101002-1,0,0,0,0,442
101304-3,0,0,0,0,307
101304-1,0,0,0,0,802
101304-2,0,0,0,0,491
101306-2,0,0,0,0,711
101306-1,0,0,0,0,464
101306-3,0,0,0,0,511
101305-1,0,0,0,0,1389
101303-2,0,0,0,0,594
101303-3,0,0,0,0,1965
101303-1,0,0,0,0,590
102002-1,0,0,0,0,424
101001-2,0,0,0,0,685
