id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,5,5,19,16,12
100200-1,9,0,0,0,0
100200-2,0,0,0,0,0
100300-1,0,0,0,0,0
100300-2,0,0,0,0,0
100300-3,0,0,0,0,0
100400-1,0,0,0,0,0
100400-2,0,0,0,0,0
100500-1,50,51,53,0,0
100500-2,0,0,0,0,0
100500-3,0,0,0,0,0
100601-1,0,0,0,0,0
100602-1,0,0,0,0,0
100602-2,0,0,0,0,0
100700-1,0,22,23,16,17
100700-2,0,0,0,11,10
100800-1,38,38,34,15,0
100800-2,0,0,0,17,16
100900-1,0,0,0,0,0
100900-2,0,0,0,0,0
101001-1,0,0,0,0,0
101001-2,0,0,0,0,0
101002-1,0,0,0,0,0
101002-2,0,0,0,0,0
101101-1,0,0,0,0,0
101102-1,0,0,0,0,0
101102-2,0,0,0,0,0
101102-3,0,0,0,0,0
101102-4,0,0,0,0,0
101103-1,0,0,0,0,0
101201-1,0,11,15,14,14
101202-1,0,0,0,0,0
101202-2,36,31,0,0,0
101303-1,0,0,0,0,0
101303-2,0,0,0,0,0
101303-3,0,0,0,0,0
101304-1,0,0,0,0,0
101304-2,0,0,0,0,0
101304-3,0,0,0,0,0
101305-1,0,0,0,0,0
101306-1,0,0,0,0,0
101306-2,0,0,0,0,0
101306-3,0,0,0,0,0
101307-1,0,0,0,0,0
101400-1,0,0,0,0,0
101400-2,0,0,0,0,0
101400-3,0,0,0,0,0
101500-1,0,0,0,0,0
101500-2,0,0,0,0,0
101500-3,0,0,0,0,0
101500-4,0,0,0,0,0
101600-1,17,15,14,17,0
101600-2,0,0,0,0,0
101600-3,0,0,0,0,0
101700-1,13,13,13,0,0
101700-2,0,0,0,32,29
101700-3,0,0,0,0,0
101700-4,0,0,0,0,0
101700-5,26,26,24,0,0
101802-1,0,0,0,0,0
101802-2,0,0,0,0,0
101802-3,0,0,0,0,0
101802-4,0,0,0,0,0
101803-1,0,0,0,0,0
101803-2,0,0,0,0,0
101804-1,0,0,0,0,0
101804-2,0,0,0,0,0
101902-1,0,0,4,5,6
101903-1,0,0,15,14,16
101903-2,0,0,0,0,0
101903-3,0,0,0,0,0
101904-1,0,0,0,0,0
102001-1,0,0,0,0,0
102001-2,0,0,0,0,0
102002-1,0,0,0,0,0
102002-2,122,91,159,0,0
102002-3,0,0,0,0,0
102003-1,0,0,0,0,0
102004-1,0,0,0,0,0
102005-1,35,33,21,34,4
102005-2,0,0,0,0,0
102005-3,0,0,0,0,0
102005-4,0,0,0,0,0
102006-1,48,37,37,0,0
980100-1,0,0,0,0,0
