id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,514,520,412,378,403
100200-1,142,137,72,85,82
100200-2,180,165,192,191,170
100300-1,193,280,273,243,231
100300-2,311,202,168,276,280
100300-3,136,122,112,78,67
100400-1,203,220,386,367,380
100400-2,196,216,188,204,235
100500-1,98,101,110,190,213
100500-2,233,144,119,154,106
100500-3,367,383,331,410,478
100601-1,196,211,260,265,268
100602-1,89,60,52,67,57
100602-2,169,279,293,302,311
100700-1,52,61,28,52,51
100700-2,83,111,139,142,117
100800-1,907,788,725,545,442
100800-2,124,134,189,173,171
100900-1,507,283,165,230,255
100900-2,85,58,49,67,88
101001-1,111,90,48,83,204
101001-2,387,435,452,417,428
101002-1,251,304,260,279,259
101002-2,130,194,312,327,193
101101-1,300,372,500,489,482
101102-1,203,156,212,216,150
101102-2,244,257,251,275,192
101102-3,180,177,178,169,271
101102-4,235,151,128,189,118
101103-1,236,151,216,239,205
101201-1,176,182,234,215,242
101202-1,144,155,93,128,128
101202-2,193,174,252,353,329
101303-1,105,59,62,64,91
101303-2,265,193,205,244,250
101303-3,496,824,707,616,723
101304-1,232,286,259,213,270
101304-2,244,188,214,78,46
101304-3,115,134,236,251,237
101305-1,430,526,421,611,562
101306-1,84,77,93,49,77
101306-2,303,224,239,266,241
101306-3,198,319,333,335,267
101307-1,302,325,357,297,329
101400-1,771,699,800,824,846
101400-2,25,20,9,20,45
101400-3,142,170,154,184,188
101500-1,64,74,71,79,107
101500-2,246,306,273,362,316
101500-3,117,142,69,116,127
101500-4,207,181,189,183,281
101600-1,246,260,262,267,294
101600-2,16,24,79,179,197
101600-3,238,222,236,229,215
101700-1,131,81,87,55,71
101700-2,283,298,290,280,208
101700-3,60,27,50,42,38
101700-4,152,185,187,171,184
101700-5,92,117,138,63,74
101802-1,350,415,450,446,453
101802-2,147,107,73,148,119
101802-3,121,143,129,116,166
101802-4,564,448,445,516,384
101803-1,526,602,461,406,533
101803-2,73,75,95,79,117
101804-1,353,287,311,404,379
101804-2,274,257,255,228,241
101902-1,234,245,285,243,185
101903-1,590,676,572,804,767
101903-2,309,373,422,370,276
101903-3,120,80,55,58,67
101904-1,305,307,324,282,271
102001-1,161,169,219,213,155
102001-2,138,141,252,399,464
102002-1,165,180,224,216,220
102002-2,188,210,219,367,321
102002-3,356,280,383,435,528
102003-1,658,838,825,806,807
102004-1,514,589,575,696,792
102005-1,481,493,428,402,275
102005-2,0,0,0,62,40
102005-3,134,89,139,129,124
102005-4,71,97,77,19,70
102006-1,334,507,722,751,815
980100-1,129,180,227,224,218
