id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,334,336,329,311,337
100200-1,152,142,174,162,139
100200-2,292,266,228,237,234
100300-1,365,356,349,279,323
100300-2,498,515,515,381,329
100300-3,238,324,234,263,204
100400-1,583,627,657,625,530
100400-2,273,241,232,280,308
100500-1,204,174,174,180,203
100500-2,455,356,418,354,308
100500-3,796,842,802,761,791
100601-1,167,182,205,200,215
100602-1,391,331,365,427,398
100602-2,398,294,282,187,208
100700-1,100,123,100,101,92
100700-2,162,125,95,143,159
100800-1,495,491,513,480,434
100800-2,150,134,147,140,143
100900-1,387,461,355,402,421
100900-2,317,288,273,261,340
101001-1,209,137,150,222,244
101001-2,507,429,451,369,389
101002-1,172,196,166,162,159
101002-2,143,162,210,186,176
101101-1,508,487,491,564,581
101102-1,106,111,185,214,230
101102-2,347,396,358,325,282
101102-3,201,241,356,269,363
101102-4,408,352,296,319,221
101103-1,270,313,353,358,296
101201-1,451,504,548,526,532
101202-1,244,256,254,261,250
101202-2,333,357,418,424,459
101303-1,455,547,634,595,617
101303-2,336,279,433,544,386
101303-3,292,346,536,682,804
101304-1,445,560,619,572,546
101304-2,398,397,419,324,349
101304-3,269,243,234,281,329
101305-1,355,278,223,281,506
101306-1,130,145,186,156,192
101306-2,298,276,284,289,297
101306-3,164,236,311,354,328
101307-1,498,527,595,546,541
101400-1,0,0,0,0,0
101400-2,420,386,354,314,306
101400-3,1160,1238,1266,1274,1273
101500-1,56,73,110,101,140
101500-2,219,139,132,112,171
101500-3,197,244,186,289,225
101500-4,118,82,50,59,107
101600-1,433,372,305,227,328
101600-2,98,127,182,219,216
101600-3,63,66,73,104,108
101700-1,80,126,133,110,82
101700-2,228,231,261,262,225
101700-3,85,82,48,49,50
101700-4,88,119,154,148,137
101700-5,29,96,163,270,269
101802-1,157,193,229,254,147
101802-2,73,52,35,26,14
101802-3,67,65,63,90,37
101802-4,161,168,166,200,180
101803-1,546,516,592,661,695
101803-2,55,69,41,66,61
101804-1,164,104,84,103,280
101804-2,100,57,102,83,83
101902-1,210,236,250,191,157
101903-1,824,848,749,917,1031
101903-2,405,336,403,509,369
101903-3,35,62,113,95,76
101904-1,129,143,122,137,160
102001-1,540,423,576,387,339
102001-2,206,197,254,508,531
102002-1,73,82,98,96,88
102002-2,138,74,104,112,157
102002-3,534,544,667,754,801
102003-1,748,906,1074,969,1035
102004-1,931,1129,1222,1123,1307
102005-1,647,717,751,722,902
102005-2,0,0,0,0,0
102005-3,155,171,216,262,305
102005-4,54,73,93,90,105
102006-1,332,447,485,569,583
980100-1,0,0,0,0,0
