id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,15391,21797,24805,31979,35400
100200-1,37006,37407,36433,35714,35143
100200-2,22500,24236,33571,35293,35673
100300-1,30833,28316,30147,35069,32054
100300-2,49961,42344,44188,43955,45069
100300-3,64081,59483,42885,44335,48654
100400-1,23877,23443,24559,27131,27074
100400-2,27452,22778,26653,27596,27540
100500-1,38520,38594,51192,45417,39481
100500-2,26699,26756,26175,25855,20208
100500-3,25771,37516,47469,49699,51419
100601-1,56875,54750,52313,52083,55551
100602-1,37434,40238,40493,42241,35000
100602-2,49299,47000,47167,55500,51397
100700-1,73286,45625,43571,40000,42208
100700-2,42125,36935,35726,35848,33281
100800-1,12450,15156,14688,14954,17188
100800-2,20588,14464,23026,23250,25313
100900-1,21352,19375,15993,21765,30895
100900-2,31050,18717,30333,43125,34327
101001-1,30882,48125,37273,39167,47986
101001-2,40429,43095,44975,43005,41786
101002-1,54423,48913,48000,50694,50650
101002-2,62625,65139,52955,54695,53870
101101-1,39554,38068,39245,39316,37843
101102-1,55733,59238,50391,39821,39219
101102-2,34171,32756,32044,31134,32500
101102-3,42625,48750,44024,51357,50938
101102-4,32143,43995,49083,44146,51441
101103-1,41684,44844,50221,49468,51354
101201-1,44306,46776,42917,40563,38917
101202-1,45547,35857,36364,48000,48286
101202-2,43750,42786,41496,41988,43631
101303-1,42389,41483,40529,36422,33522
101303-2,50302,50682,54044,54269,65899
101303-3,65565,67438,66529,51793,56067
101304-1,45969,39826,36924,38581,37361
101304-2,39091,40239,40551,45602,47097
101304-3,32833,33954,40341,28324,26750
101305-1,53000,50500,53103,59189,60860
101306-1,42143,43185,43263,50321,52240
101306-2,52361,61000,61103,52311,56667
101306-3,54306,50898,49250,42386,44329
101307-1,40433,36385,35647,37011,38000
101400-1,0,0,0,0,0
101400-2,43500,44732,53152,45625,51957
101400-3,45484,45363,50135,50417,53003
101500-1,70208,74023,63594,55982,50711
101500-2,75564,77959,71618,64427,64550
101500-3,31528,32533,32826,36004,37482
101500-4,62128,63083,57500,62708,63393
101600-1,32875,32432,35167,40234,40781
101600-2,34732,32738,31000,34167,51708
101600-3,46795,65923,66219,73472,76492
101700-1,57981,53092,41953,41860,49479
101700-2,58520,55529,55536,60465,61542
101700-3,56250,72411,71000,69549,71324
101700-4,49774,54375,52182,52452,59792
101700-5,48500,50833,49609,46152,50536
101802-1,73365,75147,77174,76705,79283
101802-2,68281,75625,80000,83824,83813
101802-3,46713,46790,39306,46875,55721
101802-4,73631,72188,75851,67333,66016
101803-1,73472,74051,70347,72292,73750
101803-2,96000,89875,95625,86989,89688
101804-1,77074,81250,72530,77242,75429
101804-2,94556,98333,98984,96369,104797
101902-1,73879,70944,71419,74625,74541
101903-1,52414,50101,50507,53125,59415
101903-2,44423,52759,55526,58214,84885
101903-3,72100,58523,70862,57028,56815
101904-1,76403,69728,76798,83843,99559
102001-1,51898,53908,49231,51827,55966
102001-2,41875,51750,50533,39091,48411
102002-1,61699,61702,61849,64068,68529
102002-2,62198,63664,85511,66297,80179
102002-3,58324,55147,60631,56032,62513
102003-1,62989,56722,48455,52421,53992
102004-1,51823,51390,51257,54214,57727
102005-1,53438,52938,56261,61589,62171
102005-2,0,0,0,10954,0
102005-3,33646,31165,30189,26250,30259
102005-4,63431,67579,64577,70216,70625
102006-1,60982,71077,70045,68512,69329
980100-1,0,0,0,0,0
