id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,25.7,25.2,27.8,29.5,28.7
100200-1,27.3,27.3,27.8,28.3,30.7
100200-2,29.0,29.6,32.6,34.7,37.4
100300-1,26.7,26.8,26.1,40.8,44.5
100300-2,36.0,38.2,41.0,32.6,32.5
100300-3,24.6,21.9,27.1,27.6,40.2
100400-1,31.5,31.6,30.1,29.6,29.3
100400-2,38.2,38.1,29.5,29.0,28.6
100500-1,44.7,45.7,34.5,34.4,41.7
100500-2,32.8,35.1,34.3,33.4,34.7
100500-3,26.5,26.8,27.7,27.7,27.6
100601-1,49.5,49.3,46.3,44.0,45.4
100602-1,36.6,55.7,60.3,44.8,41.3
100602-2,42.0,43.8,40.2,41.5,40.1
100700-1,35.2,35.2,45.4,45.5,53.0
100700-2,34.2,34.9,45.2,38.8,43.1
100800-1,21.9,21.5,21.3,21.8,21.8
100800-2,48.9,44.0,41.0,40.4,38.4
100900-1,36.8,35.8,42.7,38.0,42.4
100900-2,24.5,23.9,31.8,27.1,27.6
101001-1,29.3,33.5,39.0,30.4,26.9
101001-2,26.1,26.2,27.3,25.3,26.4
101002-1,25.7,27.4,27.8,25.8,25.3
101002-2,29.5,31.8,34.6,34.6,31.5
101101-1,26.5,24.8,25.8,24.4,24.9
101102-1,29.0,29.7,31.6,33.4,36.6
101102-2,21.0,19.0,18.3,18.9,25.2
101102-3,28.6,33.5,30.7,33.6,29.0
101102-4,21.7,24.8,25.5,31.6,40.2
101103-1,35.1,35.3,32.0,31.7,31.3
101201-1,25.0,26.3,26.8,26.0,25.8
101202-1,29.0,28.9,33.0,30.9,33.3
101202-2,29.8,29.6,28.1,27.8,30.0
101303-1,28.6,27.7,27.3,25.8,24.5
101303-2,26.3,24.4,26.2,24.2,29.2
101303-3,25.9,25.6,25.9,25.1,22.6
101304-1,26.1,22.9,25.0,25.5,25.7
101304-2,12.7,13.0,15.1,26.4,28.2
101304-3,30.1,30.8,30.6,32.2,31.0
101305-1,26.6,25.3,27.5,25.0,26.2
101306-1,28.7,30.0,29.2,30.0,29.2
101306-2,21.8,25.6,25.8,25.4,24.7
101306-3,31.0,28.6,27.6,28.2,28.3
101307-1,24.2,24.4,24.7,25.7,26.9
101400-1,22.9,23.2,23.8,23.6,23.2
101400-2,20.4,20.9,20.6,21.4,20.7
101400-3,24.0,20.3,19.8,21.4,21.7
101500-1,43.1,40.5,43.0,43.6,40.5
101500-2,40.0,37.8,40.3,41.1,41.2
101500-3,44.8,39.3,32.9,32.3,32.8
101500-4,28.8,28.7,27.3,25.9,25.8
101600-1,31.9,31.5,32.9,33.0,29.0
101600-2,48.3,43.7,43.2,43.1,37.1
101600-3,38.7,37.6,30.8,34.3,40.7
101700-1,45.7,49.7,51.5,54.4,51.9
101700-2,43.4,40.4,35.6,42.5,38.3
101700-3,40.7,44.0,48.3,41.4,45.1
101700-4,46.3,39.7,45.2,44.0,43.2
101700-5,42.5,42.4,34.5,43.4,43.2
101802-1,36.9,36.6,38.6,40.7,39.6
101802-2,47.3,48.8,45.0,32.7,30.1
101802-3,34.8,44.2,44.1,44.8,48.0
101802-4,39.1,39.7,34.8,30.8,35.6
101803-1,31.9,31.5,31.6,36.2,36.5
101803-2,30.0,29.3,31.4,30.8,26.0
101804-1,39.4,43.1,40.0,38.1,35.2
101804-2,38.9,40.0,39.0,40.4,38.1
101902-1,39.6,39.1,37.0,40.6,36.2
101903-1,27.2,28.1,30.6,32.7,30.2
101903-2,32.6,30.3,30.8,31.0,30.8
101903-3,35.8,39.5,33.8,34.0,33.7
101904-1,35.6,34.9,34.8,35.3,36.1
102001-1,30.3,29.4,31.5,31.2,31.5
102001-2,38.7,30.0,30.9,25.9,28.2
102002-1,19.3,19.1,21.1,21.5,42.2
102002-2,30.6,23.9,31.3,23.1,23.2
102002-3,29.5,26.0,25.4,25.6,25.7
102003-1,25.7,27.1,24.9,24.5,24.8
102004-1,26.8,26.5,29.0,27.9,29.0
102005-1,26.7,26.5,28.5,27.8,31.5
102005-2,41.8,47.1,47.2,41.1,23.6
102005-3,30.9,24.9,25.0,28.9,31.6
102005-4,15.1,23.8,32.1,35.8,27.4
102006-1,25.1,29.1,28.5,29.0,29.1
980100-1,22.8,24.3,24.2,23.8,23.8
