id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,95,112,100,118,111
100200-1,20,14,14,22,23
100200-2,68,55,62,28,50
100300-1,99,126,112,49,15
100300-2,17,45,51,76,72
100300-3,60,44,44,102,85
100400-1,91,107,118,100,104
100400-2,21,27,23,48,42
100500-1,21,15,63,64,77
100500-2,0,0,18,15,15
100500-3,65,82,64,18,15
100601-1,43,40,40,40,62
100602-1,57,23,24,16,18
100602-2,54,93,93,87,100
100700-1,0,0,16,0,0
100700-2,32,47,36,34,45
100800-1,0,14,14,23,25
100800-2,27,20,36,30,30
100900-1,155,137,83,73,23
100900-2,64,52,98,81,76
101001-1,98,86,76,80,111
101001-2,240,191,102,60,49
101002-1,103,124,78,71,23
101002-2,54,40,28,62,80
101101-1,178,200,239,137,172
101102-1,14,27,31,33,23
101102-2,101,56,31,29,9
101102-3,127,105,70,73,82
101102-4,71,59,81,144,105
101103-1,153,147,123,166,122
101201-1,23,19,15,54,55
101202-1,37,90,120,161,166
101202-2,103,61,67,64,56
101303-1,18,15,58,84,83
101303-2,16,0,0,19,21
101303-3,37,45,70,67,95
101304-1,73,21,52,62,63
101304-2,28,52,54,67,59
101304-3,42,55,78,117,97
101305-1,61,129,123,56,114
101306-1,38,45,63,20,91
101306-2,25,18,24,27,27
101306-3,9,9,19,36,32
101307-1,76,93,123,108,90
101400-1,0,5,9,8,9
101400-2,21,7,0,0,0
101400-3,56,53,44,17,34
101500-1,46,59,78,87,97
101500-2,209,245,199,228,179
101500-3,208,210,149,209,190
101500-4,72,87,66,78,92
101600-1,124,164,143,143,159
101600-2,42,46,53,70,68
101600-3,120,79,76,36,27
101700-1,54,51,35,10,34
101700-2,96,71,64,79,73
101700-3,62,48,25,84,82
101700-4,26,27,42,17,31
101700-5,69,70,93,26,39
101802-1,84,115,124,57,84
101802-2,73,68,81,124,114
101802-3,52,46,61,46,62
101802-4,110,112,117,76,74
101803-1,241,257,239,198,157
101803-2,0,0,22,23,21
101804-1,8,26,37,43,139
101804-2,80,79,115,60,55
101902-1,96,96,114,47,48
101903-1,127,176,189,257,296
101903-2,78,67,114,68,108
101903-3,58,42,30,26,0
101904-1,21,46,58,107,103
102001-1,87,104,84,51,47
102001-2,71,54,116,46,71
102002-1,0,0,0,12,32
102002-2,0,0,0,0,0
102002-3,96,135,125,124,131
102003-1,119,243,155,178,170
102004-1,30,40,52,42,42
102005-1,156,137,76,26,48
102005-2,0,0,0,0,0
102005-3,7,15,0,0,21
102005-4,34,63,28,0,0
102006-1,82,105,131,95,144
980100-1,0,0,0,0,0
