id,y_2013,y_2014,y_2015,y_2016,y_2017
100100-1,333,407,378,366,380
100200-1,314,379,333,250,249
100200-2,375,371,360,423,316
100300-1,574,608,631,577,585
100300-2,980,974,1061,1078,882
100300-3,676,639,520,525,493
100400-1,487,502,569,576,515
100400-2,418,325,265,318,340
100500-1,521,434,474,506,497
100500-2,534,453,483,464,272
100500-3,667,1124,1145,1125,1170
100601-1,660,707,768,827,889
100602-1,430,383,352,477,347
100602-2,730,686,811,742,819
100700-1,196,220,217,232,231
100700-2,285,247,216,279,316
100800-1,418,409,329,304,333
100800-2,111,129,147,179,156
100900-1,440,415,370,450,503
100900-2,251,191,367,504,606
101001-1,371,371,293,324,468
101001-2,995,951,990,1049,1027
101002-1,683,694,686,649,730
101002-2,519,544,642,688,680
101101-1,1059,1012,1089,1014,1013
101102-1,241,244,425,448,421
101102-2,937,902,773,823,680
101102-3,661,792,843,816,984
101102-4,773,523,535,622,539
101103-1,773,711,865,859,867
101201-1,761,790,788,791,767
101202-1,526,470,427,572,552
101202-2,808,765,818,991,1037
101303-1,812,968,945,918,850
101303-2,738,700,890,1047,1034
101303-3,2253,2526,2728,2351,2645
101304-1,1027,1221,1080,984,1116
101304-2,383,422,489,538,661
101304-3,508,449,460,334,282
101305-1,1209,1071,1258,1433,1675
101306-1,418,566,608,503,515
101306-2,843,823,999,1180,1098
101306-3,613,610,881,790,672
101307-1,770,845,920,911,952
101400-1,372,528,305,462,494
101400-2,309,251,251,274,316
101400-3,1257,1351,1366,1458,1593
101500-1,364,350,441,334,447
101500-2,1256,1201,1217,1214,1248
101500-3,514,581,543,785,681
101500-4,752,728,548,652,698
101600-1,824,922,865,968,1334
101600-2,220,235,171,274,382
101600-3,588,634,614,565,530
101700-1,428,364,395,409,497
101700-2,768,845,876,968,1006
101700-3,521,341,303,332,315
101700-4,528,593,556,543,574
101700-5,540,746,698,679,714
101802-1,1440,1509,1527,1628,1717
101802-2,710,687,666,902,1016
101802-3,698,618,510,520,484
101802-4,1369,1165,1231,1264,1140
101803-1,2187,2039,2088,1958,1978
101803-2,393,418,429,590,592
101804-1,1381,1246,1215,1317,1598
101804-2,1765,1775,1786,1665,1534
101902-1,1280,1165,1101,1072,936
101903-1,1974,2129,1875,2490,2644
101903-2,1306,1179,1512,1638,1637
101903-3,526,403,589,391,328
101904-1,997,977,1118,1379,1395
102001-1,1136,1174,1341,1188,1252
102001-2,786,870,1070,1442,1447
102002-1,572,682,742,739,731
102002-2,445,403,531,625,722
102002-3,1565,1536,1715,1814,1958
102003-1,2322,2773,2570,2784,3106
102004-1,2031,1864,2108,2289,2652
102005-1,1322,1377,1334,1224,1420
102005-2,61,71,61,58,87
102005-3,246,270,366,464,438
102005-4,374,431,371,311,393
102006-1,2295,2707,2768,2929,3351
980100-1,84,104,121,125,133
