id,y_2013,y_2014,y_2015,y_2016,y_2017
101802-2,0,0,0,0,0
101400-1,0,0,0,0,0
101802-4,0,0,0,0,39
101802-1,0,0,0,0,19
101802-3,0,0,0,0,0
101902-1,0,0,0,0,38
102005-1,0,0,0,0,15
102005-2,0,0,0,0,0
102005-3,0,0,0,0,181
102005-4,0,0,0,0,52
102004-1,0,0,0,0,166
102003-1,0,0,0,0,138
101803-1,0,0,0,0,22
101803-2,0,0,0,0,11
101600-2,0,0,0,0,0
101600-1,0,0,0,0,0
100601-1,0,0,0,0,42
100900-1,0,0,0,0,47
100900-2,0,0,0,0,49
101001-1,0,0,0,0,0
102002-3,0,0,0,0,14
102002-2,0,0,0,0,0
101102-3,0,0,0,0,38
101102-2,0,0,0,0,0
101102-4,0,0,0,0,100
100700-1,0,0,0,0,0
100700-2,0,0,0,0,7
100800-2,0,0,0,0,27
100800-1,0,0,0,0,52
101700-4,0,0,0,0,0
101700-2,0,0,0,0,26
101700-3,0,0,0,0,0
101700-1,0,0,0,0,15
101700-5,0,0,0,0,53
101600-3,0,0,0,0,38
100602-2,0,0,0,0,23
101804-2,0,0,0,0,10
101804-1,0,0,0,0,50
101903-1,0,0,0,0,25
101903-2,0,0,0,0,34
101903-3,0,0,0,0,0
101904-1,0,0,0,0,33
102001-2,0,0,0,0,34
101307-1,0,0,0,0,8
102001-1,0,0,0,0,121
102006-1,0,0,0,0,63
101201-1,0,0,0,0,53
101202-2,0,0,0,0,33
101202-1,0,0,0,0,0
980100-1,0,0,0,0,0
101002-2,0,0,0,0,36
101500-4,0,0,0,0,45
101400-3,0,0,0,0,31
101400-2,0,0,0,0,0
100300-1,0,0,0,0,58
100300-3,0,0,0,0,35
100300-2,0,0,0,0,8
100400-1,0,0,0,0,17
100400-2,0,0,0,0,24
100602-1,0,0,0,0,26
101101-1,0,0,0,0,123
101103-1,0,0,0,0,41
100100-1,0,0,0,0,51
100200-1,0,0,0,0,39
100200-2,0,0,0,0,0
100500-2,0,0,0,0,28
100500-3,0,0,0,0,61
100500-1,0,0,0,0,0
101102-1,0,0,0,0,16
101500-3,0,0,0,0,48
101500-1,0,0,0,0,41
101500-2,0,0,0,0,15
101002-1,0,0,0,0,8
101304-3,0,0,0,0,20
101304-1,0,0,0,0,9
101304-2,0,0,0,0,9
101306-2,0,0,0,0,0
101306-1,0,0,0,0,13
101306-3,0,0,0,0,9
101305-1,0,0,0,0,97
101303-2,0,0,0,0,26
101303-3,0,0,0,0,39
101303-1,0,0,0,0,43
102002-1,0,0,0,0,38
101001-2,0,0,0,0,50
